G 0.00000000 0.00000000 0.00000000 0.00000000
. 0.05000000 0.05000000 0.05000000 0.05171789
. 0.10000000 0.10000000 0.10000000 0.10343578
. 0.15000000 0.15000000 0.15000000 0.15515367
. 0.20000000 0.20000000 0.20000000 0.20687156
. 0.25000000 0.25000000 0.25000000 0.25858945
. 0.30000000 0.30000000 0.30000000 0.31030734
. 0.35000000 0.35000000 0.35000000 0.36202523
. 0.40000000 0.40000000 0.40000000 0.41374312
. 0.45000000 0.45000000 0.45000000 0.46546102
T 0.50000000 0.50000000 0.50000000 0.51717891
. 0.51382328 0.48617672 0.50000000 0.56763454
. 0.52764655 0.47235345 0.50000000 0.61809018
. 0.54146983 0.45853017 0.50000000 0.66854582
. 0.55529311 0.44470689 0.50000000 0.71900146
. 0.56911639 0.43088361 0.50000000 0.76945710
. 0.58293966 0.41706034 0.50000000 0.81991274
. 0.59676294 0.40323706 0.50000000 0.87036838
. 0.61058622 0.38941378 0.50000000 0.92082402
. 0.62440949 0.37559051 0.50000000 0.97127966
. 0.63823277 0.36176723 0.50000000 1.02173530
. 0.65205605 0.34794395 0.50000000 1.07219094
. 0.66587933 0.33412067 0.50000000 1.12264658
. 0.67970260 0.32029740 0.50000000 1.17310221
. 0.69352588 0.30647412 0.50000000 1.22355785
. 0.70734916 0.29265084 0.50000000 1.27401349
. 0.72117243 0.27882757 0.50000000 1.32446913
. 0.73499571 0.26500429 0.50000000 1.37492477
. 0.74881899 0.25118101 0.50000000 1.42538041
. 0.76264227 0.23735773 0.50000000 1.47583605
. 0.77646554 0.22353446 0.50000000 1.52629169
. 0.79028882 0.20971118 0.50000000 1.57674733
. 0.80411210 0.19588790 0.50000000 1.62720297
H2 0.81793537 0.18206463 0.50000000 1.67765861
. 0.77251604 0.13004616 0.45458066 1.72883931
. 0.72709670 0.07802770 0.40916132 1.78002002
. 0.68167736 0.02600923 0.36374198 1.83120073
. 0.63625802 -0.02600923 0.31832264 1.88238144
. 0.59083868 -0.07802770 0.27290330 1.93356214
. 0.54541934 -0.13004616 0.22748396 1.98474285
H0 0.50000000 -0.18206463 0.18206463 2.03592356
. 0.50000000 -0.16805965 0.16805965 2.08704239
. 0.50000000 -0.15405468 0.15405468 2.13816122
. 0.50000000 -0.14004971 0.14004971 2.18928005
. 0.50000000 -0.12604474 0.12604474 2.24039888
. 0.50000000 -0.11203977 0.11203977 2.29151771
. 0.50000000 -0.09803480 0.09803480 2.34263655
. 0.50000000 -0.08402983 0.08402983 2.39375538
. 0.50000000 -0.07002486 0.07002486 2.44487421
. 0.50000000 -0.05601988 0.05601988 2.49599304
. 0.50000000 -0.04201491 0.04201491 2.54711187
. 0.50000000 -0.02800994 0.02800994 2.59823070
. 0.50000000 -0.01400497 0.01400497 2.64934953
L 0.50000000 0.00000000 0.00000000 2.70046836
. 0.47619048 0.00000000 0.00000000 2.75131065
. 0.45238095 0.00000000 0.00000000 2.80215293
. 0.42857143 0.00000000 0.00000000 2.85299521
. 0.40476190 0.00000000 0.00000000 2.90383749
. 0.38095238 0.00000000 0.00000000 2.95467977
. 0.35714286 0.00000000 0.00000000 3.00552205
. 0.33333333 0.00000000 0.00000000 3.05636434
. 0.30952381 0.00000000 0.00000000 3.10720662
. 0.28571429 0.00000000 0.00000000 3.15804890
. 0.26190476 0.00000000 0.00000000 3.20889118
. 0.23809524 0.00000000 0.00000000 3.25973346
. 0.21428571 0.00000000 0.00000000 3.31057574
. 0.19047619 0.00000000 0.00000000 3.36141803
. 0.16666667 0.00000000 0.00000000 3.41226031
. 0.14285714 0.00000000 0.00000000 3.46310259
. 0.11904762 0.00000000 0.00000000 3.51394487
