G 0.00000000 0.00000000 0.00000000 0.00000000
. 0.05000000 0.05000000 0.05000000 0.05019645
. 0.10000000 0.10000000 0.10000000 0.10039291
. 0.15000000 0.15000000 0.15000000 0.15058936
. 0.20000000 0.20000000 0.20000000 0.20078581
. 0.25000000 0.25000000 0.25000000 0.25098227
. 0.30000000 0.30000000 0.30000000 0.30117872
. 0.35000000 0.35000000 0.35000000 0.35137518
. 0.40000000 0.40000000 0.40000000 0.40157163
. 0.45000000 0.45000000 0.45000000 0.45176808
T 0.50000000 0.50000000 0.50000000 0.50196454
. 0.51324731 0.48675269 0.50000000 0.55198097
. 0.52649461 0.47350539 0.50000000 0.60199741
. 0.53974192 0.46025808 0.50000000 0.65201385
. 0.55298923 0.44701077 0.50000000 0.70203028
. 0.56623654 0.43376346 0.50000000 0.75204672
. 0.57948384 0.42051616 0.50000000 0.80206316
. 0.59273115 0.40726885 0.50000000 0.85207959
. 0.60597846 0.39402154 0.50000000 0.90209603
. 0.61922577 0.38077423 0.50000000 0.95211247
. 0.63247307 0.36752693 0.50000000 1.00212890
. 0.64572038 0.35427962 0.50000000 1.05214534
. 0.65896769 0.34103231 0.50000000 1.10216178
. 0.67221499 0.32778501 0.50000000 1.15217821
. 0.68546230 0.31453770 0.50000000 1.20219465
. 0.69870961 0.30129039 0.50000000 1.25221109
. 0.71195692 0.28804308 0.50000000 1.30222752
. 0.72520422 0.27479578 0.50000000 1.35224396
. 0.73845153 0.26154847 0.50000000 1.40226040
. 0.75169884 0.24830116 0.50000000 1.45227684
. 0.76494615 0.23505385 0.50000000 1.50229327
. 0.77819345 0.22180655 0.50000000 1.55230971
. 0.79144076 0.20855924 0.50000000 1.60232615
. 0.80468807 0.19531193 0.50000000 1.65234258
H2 0.81793537 0.18206463 0.50000000 1.70235902
. 0.76494615 0.12137642 0.44701077 1.76060311
. 0.71195692 0.06068821 0.39402154 1.81884721
. 0.65896769 0.00000000 0.34103231 1.87709130
. 0.60597846 -0.06068821 0.28804308 1.93533540
. 0.55298923 -0.12137642 0.23505385 1.99357949
H0 0.50000000 -0.18206463 0.18206463 2.05182359
. 0.50000000 -0.16805965 0.16805965 2.10470065
. 0.50000000 -0.15405468 0.15405468 2.15757772
. 0.50000000 -0.14004971 0.14004971 2.21045479
. 0.50000000 -0.12604474 0.12604474 2.26333185
. 0.50000000 -0.11203977 0.11203977 2.31620892
. 0.50000000 -0.09803480 0.09803480 2.36908599
. 0.50000000 -0.08402983 0.08402983 2.42196306
. 0.50000000 -0.07002486 0.07002486 2.47484012
. 0.50000000 -0.05601988 0.05601988 2.52771719
. 0.50000000 -0.04201491 0.04201491 2.58059426
. 0.50000000 -0.02800994 0.02800994 2.63347132
. 0.50000000 -0.01400497 0.01400497 2.68634839
