G 0.00000000 0.00000000 0.00000000 0.00000000
. 0.00000000 0.10000000 0.00000000 0.11820789
. 0.00000000 0.20000000 0.00000000 0.23641577
. 0.00000000 0.30000000 0.00000000 0.35462366
. 0.00000000 0.40000000 0.00000000 0.47283155
M 0.00000000 0.50000000 0.00000000 0.59103943
. -0.11111111 0.55555556 0.00000000 0.70478502
. -0.22222222 0.61111111 0.00000000 0.81853062
K -0.33333333 0.66666667 0.00000000 0.93227621
. -0.27777778 0.55555556 0.00000000 1.04602180
. -0.22222222 0.44444444 0.00000000 1.15976739
. -0.16666667 0.33333333 0.00000000 1.27351298
. -0.11111111 0.22222222 0.00000000 1.38725858
. -0.05555556 0.11111111 0.00000000 1.50100417
G 0.00000000 0.00000000 0.00000000 1.61474976
